File created:13/08/2025 18:22:47
WG assessment year:2025
Data year:2024
Stock:whb.27.1-91214,Stock description:Blue whiting (Micromesistius poutassou) in Subareas 1-9, 12, and 14 (Northeast Atlantic and adjacent waters)
Allocation scheme:whb2024_alloc_scheme,whb 2024 data - wgwide2025

LIST OF UNSAMPLED STRATA AND THEIR ALLOCATED SAMPLED STRATA.

YOU CAN USE THIS FILE TO HAVE A MATRIX OVERVIEW OF WHAT SAMPLED STRATA HAVE BEEN ALLOCATED TO WHICH UNSAMPLED STRATA

There are 4 files:
        - 2 specifying what is allocated to the unsampled LANDINGS
            - 1 sorted by Fleet before season 
            - 1 sorted by season before Fleet 
        - 2 specifying what is allocated to the unsampled DISCARDS
            - 1 sorted by Fleet before season
            - 1 sorted by season  before Fleet 

The patterns which visually can be seen in the allocations depend the sorting of the element (season or fleet) in the strata, depending on if the allocations have been primarily done according to season or fleet.


   Explanation on how to use the output, for visual inspection:
     1. Copy all the data into a spreadsheet.
     2. Create a pivot table with the Unsampled as rows and the Sampled as columns.
     3. Copy the pivot table but only with the header row and markers, out the sum row and column and column label.
     4. Paste only values.\n
     5. Select the Sampled row and format cell and select tab Alignment and align the text horizontal and adjust the column width.
          

Unsampled Landings strata,Allocated sampled strata,Marker
ES_27.8.c_3_LHM_SPF_0_0_0_L,ES_27.8.c_3_LLS_DEF_0_0_0_L,X
ES_27.8.c_3_LHM_SPF_0_0_0_L,ES_27.8.c_3_OTB_DEF_>=55_0_0_D,X
ES_27.8.c_3_LHM_SPF_0_0_0_L,ES_27.8.c_3_OTB_DEF_>=55_0_0_L,X
ES_27.8.c_3_LHM_SPF_0_0_0_L,ES_27.8.c_3_OTB_MPD_>=55_0_0_L,X
ES_27.8.c_3_LHM_SPF_0_0_0_L,ES_27.8.c_3_OTB_MPD_>=55_0_0_D,X
ES_27.8.c_3_LHM_SPF_0_0_0_L,ES_27.8.c_3_PTB_MPD_>=55_0_0_L,X
ES_27.8.c_3_LHM_SPF_0_0_0_L,ES_27.8.c_3_PTB_MPD_>=55_0_0_D,X
ES_27.8.c_3_MIS_MIS_0_0_0_HC_L,ES_27.8.c_3_GNS_DEF_80-99_0_0_D,X
ES_27.8.c_3_MIS_MIS_0_0_0_HC_L,ES_27.8.c_3_LLS_DEF_0_0_0_L,X
ES_27.8.c_3_MIS_MIS_0_0_0_HC_L,ES_27.8.c_3_OTB_DEF_>=55_0_0_L,X
ES_27.8.c_3_MIS_MIS_0_0_0_HC_L,ES_27.8.c_3_OTB_DEF_>=55_0_0_D,X
ES_27.8.c_3_MIS_MIS_0_0_0_HC_L,ES_27.8.c_3_OTB_MPD_>=55_0_0_L,X
ES_27.8.c_3_MIS_MIS_0_0_0_HC_L,ES_27.8.c_3_OTB_MPD_>=55_0_0_D,X
ES_27.8.c_3_MIS_MIS_0_0_0_HC_L,ES_27.8.c_3_PTB_MPD_>=55_0_0_L,X
ES_27.8.c_3_MIS_MIS_0_0_0_HC_L,ES_27.8.c_3_PTB_MPD_>=55_0_0_D,X
ES_27.8.c_4_GNS_DEF_60-79_0_0_L,ES_27.8.c_4_GNS_DEF_80-99_0_0_L,X
ES_27.8.c_4_GNS_DEF_60-79_0_0_L,ES_27.8.c_4_GNS_DEF_80-99_0_0_D,X
ES_27.8.c_4_GNS_DEF_60-79_0_0_L,ES_27.8.c_4_LLS_DEF_0_0_0_L,X
ES_27.8.c_4_GNS_DEF_60-79_0_0_L,ES_27.8.c_4_OTB_DEF_>=55_0_0_D,X
ES_27.8.c_4_GNS_DEF_60-79_0_0_L,ES_27.8.c_4_OTB_DEF_>=55_0_0_L,X
ES_27.8.c_4_GNS_DEF_60-79_0_0_L,ES_27.8.c_4_OTB_MPD_>=55_0_0_D,X
ES_27.8.c_4_GNS_DEF_60-79_0_0_L,ES_27.8.c_4_OTB_MPD_>=55_0_0_L,X
ES_27.8.c_4_GNS_DEF_60-79_0_0_L,ES_27.8.c_4_PTB_MPD_>=55_0_0_L,X
ES_27.8.c_4_GNS_DEF_60-79_0_0_L,ES_27.8.c_4_PTB_MPD_>=55_0_0_D,X
ES_27.8.c_4_GTR_DEF_60-79_0_0_L,ES_27.8.c_4_GNS_DEF_80-99_0_0_L,X
ES_27.8.c_4_GTR_DEF_60-79_0_0_L,ES_27.8.c_4_GNS_DEF_80-99_0_0_D,X
ES_27.8.c_4_GTR_DEF_60-79_0_0_L,ES_27.8.c_4_LLS_DEF_0_0_0_L,X
ES_27.8.c_4_GTR_DEF_60-79_0_0_L,ES_27.8.c_4_OTB_DEF_>=55_0_0_L,X
ES_27.8.c_4_GTR_DEF_60-79_0_0_L,ES_27.8.c_4_OTB_DEF_>=55_0_0_D,X
ES_27.8.c_4_GTR_DEF_60-79_0_0_L,ES_27.8.c_4_OTB_MPD_>=55_0_0_L,X
ES_27.8.c_4_GTR_DEF_60-79_0_0_L,ES_27.8.c_4_OTB_MPD_>=55_0_0_D,X
ES_27.8.c_4_GTR_DEF_60-79_0_0_L,ES_27.8.c_4_PTB_MPD_>=55_0_0_D,X
ES_27.8.c_4_GTR_DEF_60-79_0_0_L,ES_27.8.c_4_PTB_MPD_>=55_0_0_L,X
ES_27.8.c_4_LHM_DEF_0_0_0_L,ES_27.8.c_4_GNS_DEF_80-99_0_0_L,X
ES_27.8.c_4_LHM_DEF_0_0_0_L,ES_27.8.c_4_GNS_DEF_80-99_0_0_D,X
ES_27.8.c_4_LHM_DEF_0_0_0_L,ES_27.8.c_4_LLS_DEF_0_0_0_L,X
ES_27.8.c_4_LHM_DEF_0_0_0_L,ES_27.8.c_4_OTB_DEF_>=55_0_0_D,X
ES_27.8.c_4_LHM_DEF_0_0_0_L,ES_27.8.c_4_OTB_DEF_>=55_0_0_L,X
ES_27.8.c_4_LHM_DEF_0_0_0_L,ES_27.8.c_4_OTB_MPD_>=55_0_0_L,X
ES_27.8.c_4_LHM_DEF_0_0_0_L,ES_27.8.c_4_OTB_MPD_>=55_0_0_D,X
ES_27.8.c_4_LHM_DEF_0_0_0_L,ES_27.8.c_4_PTB_MPD_>=55_0_0_L,X
ES_27.8.c_4_LHM_DEF_0_0_0_L,ES_27.8.c_4_PTB_MPD_>=55_0_0_D,X
ES_27.8.c_4_LHM_SPF_0_0_0_L,ES_27.8.c_4_GNS_DEF_80-99_0_0_D,X
ES_27.8.c_4_LHM_SPF_0_0_0_L,ES_27.8.c_4_GNS_DEF_80-99_0_0_L,X
ES_27.8.c_4_LHM_SPF_0_0_0_L,ES_27.8.c_4_LLS_DEF_0_0_0_L,X
ES_27.8.c_4_LHM_SPF_0_0_0_L,ES_27.8.c_4_OTB_DEF_>=55_0_0_L,X
ES_27.8.c_4_LHM_SPF_0_0_0_L,ES_27.8.c_4_OTB_DEF_>=55_0_0_D,X
ES_27.8.c_4_LHM_SPF_0_0_0_L,ES_27.8.c_4_OTB_MPD_>=55_0_0_D,X
ES_27.8.c_4_LHM_SPF_0_0_0_L,ES_27.8.c_4_OTB_MPD_>=55_0_0_L,X
ES_27.8.c_4_LHM_SPF_0_0_0_L,ES_27.8.c_4_PTB_MPD_>=55_0_0_D,X
ES_27.8.c_4_LHM_SPF_0_0_0_L,ES_27.8.c_4_PTB_MPD_>=55_0_0_L,X
ES_27.8.c_4_MIS_MIS_0_0_0_HC_L,ES_27.8.c_4_GNS_DEF_80-99_0_0_L,X
ES_27.8.c_4_MIS_MIS_0_0_0_HC_L,ES_27.8.c_4_GNS_DEF_80-99_0_0_D,X
ES_27.8.c_4_MIS_MIS_0_0_0_HC_L,ES_27.8.c_4_LLS_DEF_0_0_0_L,X
ES_27.8.c_4_MIS_MIS_0_0_0_HC_L,ES_27.8.c_4_OTB_DEF_>=55_0_0_D,X
ES_27.8.c_4_MIS_MIS_0_0_0_HC_L,ES_27.8.c_4_OTB_DEF_>=55_0_0_L,X
ES_27.8.c_4_MIS_MIS_0_0_0_HC_L,ES_27.8.c_4_OTB_MPD_>=55_0_0_L,X
ES_27.8.c_4_MIS_MIS_0_0_0_HC_L,ES_27.8.c_4_OTB_MPD_>=55_0_0_D,X
ES_27.8.c_4_MIS_MIS_0_0_0_HC_L,ES_27.8.c_4_PTB_MPD_>=55_0_0_L,X
ES_27.8.c_4_MIS_MIS_0_0_0_HC_L,ES_27.8.c_4_PTB_MPD_>=55_0_0_D,X
ES_27.8.d.2_2_OTB_DEF_>=70_0_0_L,ES_27.8.d.2_2_OTB_DEF_>=70_0_0_D,X
ES_27.8.d.2_3_OTB_DEF_>=70_0_0_L,ES_27.8.d.2_3_OTB_DEF_>=70_0_0_D,X
ES_27.9.a_1_GNS_DEF_60-79_0_0_L,ES_27.9.a_1_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_1_GNS_DEF_60-79_0_0_L,ES_27.9.a_1_OTB_DEF_>=55_0_0_D,X
ES_27.9.a_1_GNS_DEF_60-79_0_0_L,ES_27.9.a_1_OTB_DEF_>=55_0_0_L,X
ES_27.9.a_1_GNS_DEF_60-79_0_0_L,ES_27.9.a_1_OTB_MCD_>=55_0_0_D,X
ES_27.9.a_1_GNS_DEF_60-79_0_0_L,ES_27.9.a_1_OTB_MPD_>=55_0_0_D,X
ES_27.9.a_1_GNS_DEF_60-79_0_0_L,ES_27.9.a_1_OTB_MPD_>=55_0_0_L,X
ES_27.9.a_1_GNS_DEF_60-79_0_0_L,ES_27.9.a_1_PTB_MPD_>=55_0_0_L,X
ES_27.9.a_1_GNS_DEF_60-79_0_0_L,ES_27.9.a_1_PTB_MPD_>=55_0_0_D,X
ES_27.9.a_1_GNS_DEF_60-79_0_0_L,PT_27.9.a_1_All_L,X
ES_27.9.a_1_GNS_DEF_60-79_0_0_L,PT_27.9.a_1_OTB_D,X
ES_27.9.a_1_GNS_DEF_80-99_0_0_L,ES_27.9.a_1_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_1_GTR_DEF_60-79_0_0_L,ES_27.9.a_1_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_1_GTR_DEF_60-79_0_0_L,ES_27.9.a_1_OTB_DEF_>=55_0_0_L,X
ES_27.9.a_1_GTR_DEF_60-79_0_0_L,ES_27.9.a_1_OTB_DEF_>=55_0_0_D,X
ES_27.9.a_1_GTR_DEF_60-79_0_0_L,ES_27.9.a_1_OTB_MCD_>=55_0_0_D,X
ES_27.9.a_1_GTR_DEF_60-79_0_0_L,ES_27.9.a_1_OTB_MPD_>=55_0_0_D,X
ES_27.9.a_1_GTR_DEF_60-79_0_0_L,ES_27.9.a_1_OTB_MPD_>=55_0_0_L,X
ES_27.9.a_1_GTR_DEF_60-79_0_0_L,ES_27.9.a_1_PTB_MPD_>=55_0_0_L,X
ES_27.9.a_1_GTR_DEF_60-79_0_0_L,ES_27.9.a_1_PTB_MPD_>=55_0_0_D,X
ES_27.9.a_1_GTR_DEF_60-79_0_0_L,PT_27.9.a_1_All_L,X
ES_27.9.a_1_GTR_DEF_60-79_0_0_L,PT_27.9.a_1_OTB_D,X
ES_27.9.a_1_LLS_DEF_0_0_0_L,ES_27.9.a_1_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_1_LLS_DEF_0_0_0_L,ES_27.9.a_1_OTB_DEF_>=55_0_0_L,X
ES_27.9.a_1_LLS_DEF_0_0_0_L,ES_27.9.a_1_OTB_DEF_>=55_0_0_D,X
ES_27.9.a_1_LLS_DEF_0_0_0_L,ES_27.9.a_1_OTB_MCD_>=55_0_0_D,X
ES_27.9.a_1_LLS_DEF_0_0_0_L,ES_27.9.a_1_OTB_MPD_>=55_0_0_L,X
ES_27.9.a_1_LLS_DEF_0_0_0_L,ES_27.9.a_1_OTB_MPD_>=55_0_0_D,X
ES_27.9.a_1_LLS_DEF_0_0_0_L,ES_27.9.a_1_PTB_MPD_>=55_0_0_D,X
ES_27.9.a_1_LLS_DEF_0_0_0_L,ES_27.9.a_1_PTB_MPD_>=55_0_0_L,X
ES_27.9.a_1_LLS_DEF_0_0_0_L,PT_27.9.a_1_All_L,X
ES_27.9.a_1_LLS_DEF_0_0_0_L,PT_27.9.a_1_OTB_D,X
ES_27.9.a_1_OTB_MCD_>=55_0_0_L,ES_27.9.a_1_OTB_MCD_>=55_0_0_D,X
ES_27.9.a_2_GNS_DEF_60-79_0_0_L,ES_27.9.a_2_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_2_GNS_DEF_60-79_0_0_L,ES_27.9.a_2_OTB_DEF_>=55_0_0_L,X
ES_27.9.a_2_GNS_DEF_60-79_0_0_L,ES_27.9.a_2_OTB_DEF_>=55_0_0_D,X
ES_27.9.a_2_GNS_DEF_60-79_0_0_L,ES_27.9.a_2_OTB_MCD_>=55_0_0_L,X
ES_27.9.a_2_GNS_DEF_60-79_0_0_L,ES_27.9.a_2_OTB_MCD_>=55_0_0_D,X
ES_27.9.a_2_GNS_DEF_60-79_0_0_L,ES_27.9.a_2_OTB_MPD_>=55_0_0_L,X
ES_27.9.a_2_GNS_DEF_60-79_0_0_L,ES_27.9.a_2_OTB_MPD_>=55_0_0_D,X
ES_27.9.a_2_GNS_DEF_60-79_0_0_L,ES_27.9.a_2_PTB_MPD_>=55_0_0_L,X
ES_27.9.a_2_GNS_DEF_60-79_0_0_L,ES_27.9.a_2_PTB_MPD_>=55_0_0_D,X
ES_27.9.a_2_GNS_DEF_60-79_0_0_L,PT_27.9.a_2_All_L,X
ES_27.9.a_2_GNS_DEF_60-79_0_0_L,PT_27.9.a_2_OTB_D,X
ES_27.9.a_2_GNS_DEF_80-99_0_0_L,ES_27.9.a_2_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_2_GTR_DEF_60-79_0_0_L,ES_27.9.a_2_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_2_GTR_DEF_60-79_0_0_L,ES_27.9.a_2_OTB_DEF_>=55_0_0_D,X
ES_27.9.a_2_GTR_DEF_60-79_0_0_L,ES_27.9.a_2_OTB_DEF_>=55_0_0_L,X
ES_27.9.a_2_GTR_DEF_60-79_0_0_L,ES_27.9.a_2_OTB_MCD_>=55_0_0_L,X
ES_27.9.a_2_GTR_DEF_60-79_0_0_L,ES_27.9.a_2_OTB_MCD_>=55_0_0_D,X
ES_27.9.a_2_GTR_DEF_60-79_0_0_L,ES_27.9.a_2_OTB_MPD_>=55_0_0_L,X
ES_27.9.a_2_GTR_DEF_60-79_0_0_L,ES_27.9.a_2_OTB_MPD_>=55_0_0_D,X
ES_27.9.a_2_GTR_DEF_60-79_0_0_L,ES_27.9.a_2_PTB_MPD_>=55_0_0_L,X
ES_27.9.a_2_GTR_DEF_60-79_0_0_L,ES_27.9.a_2_PTB_MPD_>=55_0_0_D,X
ES_27.9.a_2_GTR_DEF_60-79_0_0_L,PT_27.9.a_2_All_L,X
ES_27.9.a_2_GTR_DEF_60-79_0_0_L,PT_27.9.a_2_OTB_D,X
ES_27.9.a_2_LLS_DEF_0_0_0_L,ES_27.9.a_2_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_2_LLS_DEF_0_0_0_L,ES_27.9.a_2_OTB_DEF_>=55_0_0_L,X
ES_27.9.a_2_LLS_DEF_0_0_0_L,ES_27.9.a_2_OTB_DEF_>=55_0_0_D,X
ES_27.9.a_2_LLS_DEF_0_0_0_L,ES_27.9.a_2_OTB_MCD_>=55_0_0_D,X
ES_27.9.a_2_LLS_DEF_0_0_0_L,ES_27.9.a_2_OTB_MCD_>=55_0_0_L,X
ES_27.9.a_2_LLS_DEF_0_0_0_L,ES_27.9.a_2_OTB_MPD_>=55_0_0_D,X
ES_27.9.a_2_LLS_DEF_0_0_0_L,ES_27.9.a_2_OTB_MPD_>=55_0_0_L,X
ES_27.9.a_2_LLS_DEF_0_0_0_L,ES_27.9.a_2_PTB_MPD_>=55_0_0_D,X
ES_27.9.a_2_LLS_DEF_0_0_0_L,ES_27.9.a_2_PTB_MPD_>=55_0_0_L,X
ES_27.9.a_2_LLS_DEF_0_0_0_L,PT_27.9.a_2_All_L,X
ES_27.9.a_2_LLS_DEF_0_0_0_L,PT_27.9.a_2_OTB_D,X
ES_27.9.a_3_GNS_DEF_60-79_0_0_L,ES_27.9.a_3_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_3_GNS_DEF_60-79_0_0_L,ES_27.9.a_3_LLS_DEF_0_0_0_L,X
ES_27.9.a_3_GNS_DEF_60-79_0_0_L,ES_27.9.a_3_OTB_DEF_>=55_0_0_L,X
ES_27.9.a_3_GNS_DEF_60-79_0_0_L,ES_27.9.a_3_OTB_DEF_>=55_0_0_D,X
ES_27.9.a_3_GNS_DEF_60-79_0_0_L,ES_27.9.a_3_OTB_MCD_>=55_0_0_L,X
ES_27.9.a_3_GNS_DEF_60-79_0_0_L,ES_27.9.a_3_OTB_MCD_>=55_0_0_D,X
ES_27.9.a_3_GNS_DEF_60-79_0_0_L,ES_27.9.a_3_OTB_MPD_>=55_0_0_L,X
ES_27.9.a_3_GNS_DEF_60-79_0_0_L,ES_27.9.a_3_OTB_MPD_>=55_0_0_D,X
ES_27.9.a_3_GNS_DEF_60-79_0_0_L,ES_27.9.a_3_PTB_MPD_>=55_0_0_D,X
ES_27.9.a_3_GNS_DEF_60-79_0_0_L,ES_27.9.a_3_PTB_MPD_>=55_0_0_L,X
ES_27.9.a_3_GNS_DEF_60-79_0_0_L,PT_27.9.a_3_All_L,X
ES_27.9.a_3_GNS_DEF_60-79_0_0_L,PT_27.9.a_3_OTB_D,X
ES_27.9.a_3_GNS_DEF_80-99_0_0_L,ES_27.9.a_3_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_3_GTR_DEF_60-79_0_0_L,ES_27.9.a_3_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_3_GTR_DEF_60-79_0_0_L,ES_27.9.a_3_LLS_DEF_0_0_0_L,X
ES_27.9.a_3_GTR_DEF_60-79_0_0_L,ES_27.9.a_3_OTB_DEF_>=55_0_0_L,X
ES_27.9.a_3_GTR_DEF_60-79_0_0_L,ES_27.9.a_3_OTB_DEF_>=55_0_0_D,X
ES_27.9.a_3_GTR_DEF_60-79_0_0_L,ES_27.9.a_3_OTB_MCD_>=55_0_0_L,X
ES_27.9.a_3_GTR_DEF_60-79_0_0_L,ES_27.9.a_3_OTB_MCD_>=55_0_0_D,X
ES_27.9.a_3_GTR_DEF_60-79_0_0_L,ES_27.9.a_3_OTB_MPD_>=55_0_0_L,X
ES_27.9.a_3_GTR_DEF_60-79_0_0_L,ES_27.9.a_3_OTB_MPD_>=55_0_0_D,X
ES_27.9.a_3_GTR_DEF_60-79_0_0_L,ES_27.9.a_3_PTB_MPD_>=55_0_0_D,X
ES_27.9.a_3_GTR_DEF_60-79_0_0_L,ES_27.9.a_3_PTB_MPD_>=55_0_0_L,X
ES_27.9.a_3_GTR_DEF_60-79_0_0_L,PT_27.9.a_3_All_L,X
ES_27.9.a_3_GTR_DEF_60-79_0_0_L,PT_27.9.a_3_OTB_D,X
ES_27.9.a_4_GNS_DEF_60-79_0_0_L,ES_27.9.a_4_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_4_GNS_DEF_60-79_0_0_L,ES_27.9.a_4_OTB_DEF_>=55_0_0_D,X
ES_27.9.a_4_GNS_DEF_60-79_0_0_L,ES_27.9.a_4_OTB_DEF_>=55_0_0_L,X
ES_27.9.a_4_GNS_DEF_60-79_0_0_L,ES_27.9.a_4_OTB_MCD_>=55_0_0_D,X
ES_27.9.a_4_GNS_DEF_60-79_0_0_L,ES_27.9.a_4_OTB_MPD_>=55_0_0_L,X
ES_27.9.a_4_GNS_DEF_60-79_0_0_L,ES_27.9.a_4_OTB_MPD_>=55_0_0_D,X
ES_27.9.a_4_GNS_DEF_60-79_0_0_L,ES_27.9.a_4_PTB_MPD_>=55_0_0_D,X
ES_27.9.a_4_GNS_DEF_60-79_0_0_L,ES_27.9.a_4_PTB_MPD_>=55_0_0_L,X
ES_27.9.a_4_GNS_DEF_60-79_0_0_L,PT_27.9.a_4_All_L,X
ES_27.9.a_4_GNS_DEF_60-79_0_0_L,PT_27.9.a_4_OTB_D,X
ES_27.9.a_4_GNS_DEF_80-99_0_0_L,ES_27.9.a_4_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_4_GTR_DEF_60-79_0_0_L,ES_27.9.a_4_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_4_GTR_DEF_60-79_0_0_L,ES_27.9.a_4_OTB_DEF_>=55_0_0_L,X
ES_27.9.a_4_GTR_DEF_60-79_0_0_L,ES_27.9.a_4_OTB_DEF_>=55_0_0_D,X
ES_27.9.a_4_GTR_DEF_60-79_0_0_L,ES_27.9.a_4_OTB_MCD_>=55_0_0_D,X
ES_27.9.a_4_GTR_DEF_60-79_0_0_L,ES_27.9.a_4_OTB_MPD_>=55_0_0_D,X
ES_27.9.a_4_GTR_DEF_60-79_0_0_L,ES_27.9.a_4_OTB_MPD_>=55_0_0_L,X
ES_27.9.a_4_GTR_DEF_60-79_0_0_L,ES_27.9.a_4_PTB_MPD_>=55_0_0_L,X
ES_27.9.a_4_GTR_DEF_60-79_0_0_L,ES_27.9.a_4_PTB_MPD_>=55_0_0_D,X
ES_27.9.a_4_GTR_DEF_60-79_0_0_L,PT_27.9.a_4_All_L,X
ES_27.9.a_4_GTR_DEF_60-79_0_0_L,PT_27.9.a_4_OTB_D,X
ES_27.9.a_4_LLS_DEF_0_0_0_L,ES_27.9.a_4_GNS_DEF_80-99_0_0_D,X
ES_27.9.a_4_LLS_DEF_0_0_0_L,ES_27.9.a_4_OTB_DEF_>=55_0_0_D,X
ES_27.9.a_4_LLS_DEF_0_0_0_L,ES_27.9.a_4_OTB_DEF_>=55_0_0_L,X
ES_27.9.a_4_LLS_DEF_0_0_0_L,ES_27.9.a_4_OTB_MCD_>=55_0_0_D,X
ES_27.9.a_4_LLS_DEF_0_0_0_L,ES_27.9.a_4_OTB_MPD_>=55_0_0_L,X
ES_27.9.a_4_LLS_DEF_0_0_0_L,ES_27.9.a_4_OTB_MPD_>=55_0_0_D,X
ES_27.9.a_4_LLS_DEF_0_0_0_L,ES_27.9.a_4_PTB_MPD_>=55_0_0_D,X
ES_27.9.a_4_LLS_DEF_0_0_0_L,ES_27.9.a_4_PTB_MPD_>=55_0_0_L,X
ES_27.9.a_4_LLS_DEF_0_0_0_L,PT_27.9.a_4_All_L,X
ES_27.9.a_4_LLS_DEF_0_0_0_L,PT_27.9.a_4_OTB_D,X
ES_27.9.a_4_OTB_MCD_>=55_0_0_L,ES_27.9.a_4_OTB_MCD_>=55_0_0_D,X
FO_27.2.a_1_All_L,FO_27.5.b_1_All_L,X
FO_27.2.a_1_All_L,IS_27.5.b_1_Pelagic trawl_L,X
FO_27.2.a_3_All_L,FO_27.5.a_3_All_L,X
FO_27.4.a_2_All_L,NO_27.4.a_2_TrawlPlus_L,X
FO_27.4.a_3_All_L,NO_27.4.a_3_TrawlPlus_L,X
FO_27.4.a_4_All_L,IS_27.4.a_4_Pelagic trawl_L,X
FO_27.4.a_4_All_L,NO_27.4.a_4_TrawlPlus_L,X
FO_27.5.b_3_All_L,FO_27.5.a_3_All_L,X
FO_27.6.a_1_All_L,DK_27.6.a_1_OTM_SPF_32-69_0_0_all_L,X
FO_27.6.a_1_All_L,IE_27.6.a_1_TrawlPlus_L,X
FO_27.6.a_1_All_L,IS_27.6.a_1_Pelagic trawl_L,X
FO_27.6.a_1_All_L,NL_27.6.a_1_OTM_SPF_32-69_0_0_all_L,X
FO_27.6.a_3_All_L,FO_27.5.a_3_All_L,X
FR_27.4.a_1_MIS_MIS_0_0_0_L,FO_27.4.a_1_All_L,X
FR_27.4.a_1_MIS_MIS_0_0_0_L,IS_27.4.a_1_Pelagic trawl_L,X
FR_27.4.a_2_MIS_MIS_0_0_0_L,NO_27.4.a_2_TrawlPlus_L,X
FR_27.4.a_3_MIS_MIS_0_0_0_L,NO_27.4.a_3_TrawlPlus_L,X
FR_27.6.a_1_OTM_DEF_32-69_0_0_all_L,DK_27.6.a_1_OTM_SPF_32-69_0_0_all_L,X
FR_27.6.a_1_OTM_DEF_32-69_0_0_all_L,IE_27.6.a_1_TrawlPlus_L,X
FR_27.6.a_1_OTM_DEF_32-69_0_0_all_L,IS_27.6.a_1_Pelagic trawl_L,X
FR_27.6.a_1_OTM_DEF_32-69_0_0_all_L,NL_27.6.a_1_OTM_SPF_32-69_0_0_all_L,X
FR_27.6.a_2_MIS_MIS_0_0_0_L,DE_27.6.a_2_OTM_SPF_32-69_0_0_all_L,X
FR_27.6.a_2_MIS_MIS_0_0_0_L,DK_27.6.a_2_OTM_SPF_32-69_0_0_all_L,X
FR_27.6.a_2_MIS_MIS_0_0_0_L,FO_27.6.a_2_All_L,X
FR_27.6.a_2_MIS_MIS_0_0_0_L,IE_27.6.a_2_TrawlPlus_L,X
FR_27.6.a_2_MIS_MIS_0_0_0_L,IS_27.6.a_2_Pelagic trawl_L,X
FR_27.6.a_2_MIS_MIS_0_0_0_L,NL_27.6.a_2_OTM_SPF_32-69_0_0_all_L,X
FR_27.6.a_2_OTM_DEF_32-69_0_0_all_L,DE_27.6.a_2_OTM_SPF_32-69_0_0_all_L,X
FR_27.6.a_2_OTM_DEF_32-69_0_0_all_L,DK_27.6.a_2_OTM_SPF_32-69_0_0_all_L,X
FR_27.6.a_2_OTM_DEF_32-69_0_0_all_L,FO_27.6.a_2_All_L,X
FR_27.6.a_2_OTM_DEF_32-69_0_0_all_L,IE_27.6.a_2_TrawlPlus_L,X
FR_27.6.a_2_OTM_DEF_32-69_0_0_all_L,IS_27.6.a_2_Pelagic trawl_L,X
FR_27.6.a_2_OTM_DEF_32-69_0_0_all_L,NL_27.6.a_2_OTM_SPF_32-69_0_0_all_L,X
FR_27.6.b_1_OTM_DEF_32-69_0_0_all_L,FO_27.6.b_1_All_L,X
FR_27.6.b_1_OTM_DEF_32-69_0_0_all_L,IS_27.6.b_1_Pelagic trawl_L,X
FR_27.6.b_1_OTM_DEF_32-69_0_0_all_L,NO_27.6.b_1_TrawlPlus_L,X
FR_27.7.c_1_OTM_DEF_32-69_0_0_all_L,FO_27.7.c_1_All_L,X
FR_27.7.c_1_OTM_DEF_32-69_0_0_all_L,IS_27.7.c_1_Pelagic trawl_L,X
FR_27.7.c_1_OTM_DEF_32-69_0_0_all_L,NO_27.7.c_1_TrawlPlus_L,X
FR_27.7.c_2_MIS_MIS_0_0_0_L,ES_27.7.c.2_2_OTB_DEF_70-99_0_0_D,X
FR_27.7.e_2_MIS_MIS_0_0_0_L,ES_27.7.j.2_2_OTB_DEF_70-99_0_0_D,X
FR_27.7.j_2_MIS_MIS_0_0_0_L,ES_27.7.j.2_2_OTB_DEF_70-99_0_0_D,X
FR_27.7.j_4_MIS_MIS_0_0_0_L,NL_27.7.j.2_4_OTM_SPF_32-69_0_0_all_L,X
FR_27.7.j_4_OTM_DEF_32-69_0_0_all_L,NL_27.7.j.2_4_OTM_SPF_32-69_0_0_all_L,X
FR_27.7.k_1_OTM_DEF_32-69_0_0_all_L,FO_27.7.k_1_All_L,X
FR_27.7.k_1_OTM_DEF_32-69_0_0_all_L,NO_27.7.k_1_TrawlPlus_L,X
FR_27.7.k_2_MIS_MIS_0_0_0_L,ES_27.7.c.2_2_OTB_DEF_70-99_0_0_D,X
FR_27.7.k_2_MIS_MIS_0_0_0_L,ES_27.7.j.2_2_OTB_DEF_70-99_0_0_D,X
FR_27.7.k_4_MIS_MIS_0_0_0_L,NL_27.7.j.2_4_OTM_SPF_32-69_0_0_all_L,X
FR_27.8.a_1_MIS_MIS_0_0_0_L,ES_27.8.a_1_PTB_DEF_>=70_0_0_D,X
FR_27.8.a_2_MIS_MIS_0_0_0_L,ES_27.8.a_2_PTB_DEF_>=70_0_0_D,X
