Stock,Country,Year,CatchCategory,ReportingCategory,CATONRaisedOrImported,MisreportedArea,Area,Season,SeasonType,Fleet,CATON,Effort,UnitEffort,OfficialLandings,SampledOrEstimated,Sex,AgeOrLength,AgeOrLengthType,CANUM,WECA,LECA,SampledCatch,No. of Length Samples,No. of Length Measured,No. of Age Samples,No. Age Readings
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,GTR_DEF_all_0_0_all,207,884,kWd,0,Estimated_Distribution,Undetermined,4,Age,22.88,154,260.5,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,GTR_DEF_all_0_0_all,207,884,kWd,0,Estimated_Distribution,Undetermined,5,Age,91.99,165.05,265.63,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,GTR_DEF_all_0_0_all,207,884,kWd,0,Estimated_Distribution,Undetermined,6,Age,18.13,228.12,291.4,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,GTR_DEF_all_0_0_all,207,884,kWd,0,Estimated_Distribution,Undetermined,7,Age,21.11,293.94,317.77,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,GTR_DEF_all_0_0_all,207,884,kWd,0,Estimated_Distribution,Undetermined,8,Age,11.64,262.61,301.56,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,GTR_DEF_all_0_0_all,207,884,kWd,0,Estimated_Distribution,Undetermined,9,Age,44.87,285.54,315.07,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,GTR_DEF_all_0_0_all,207,884,kWd,0,Estimated_Distribution,Undetermined,10,Age,53.91,356.52,340.22,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,GTR_DEF_all_0_0_all,207,884,kWd,0,Estimated_Distribution,Undetermined,11,Age,50.34,347.59,337.4,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,GTR_DEF_all_0_0_all,207,884,kWd,0,Estimated_Distribution,Undetermined,12,Age,22.71,410.93,359.98,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,GTR_DEF_all_0_0_all,207,884,kWd,0,Estimated_Distribution,Undetermined,13,Age,20.88,420.37,363.19,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,GTR_DEF_all_0_0_all,207,884,kWd,0,Estimated_Distribution,Undetermined,14,Age,10.71,429.29,366.19,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,GTR_DEF_all_0_0_all,207,884,kWd,0,Estimated_Distribution,Undetermined,15,Age,213.63,447.33,371.24,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,2,Age,5.81,111,234.9,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,3,Age,34.19,125,244,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,4,Age,17.8,154,260.5,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,5,Age,71.54,165.05,265.63,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,6,Age,14.1,228.12,291.4,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,7,Age,16.42,293.94,317.77,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,8,Age,9.05,262.61,301.56,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,9,Age,34.9,285.54,315.07,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,10,Age,41.93,356.52,340.22,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,11,Age,39.15,347.59,337.4,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,12,Age,17.66,410.93,359.98,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,13,Age,16.24,420.37,363.19,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,14,Age,8.33,429.29,366.19,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,OTB_CRU_70-99_0_0_all,161,10024,kWd,0,Estimated_Distribution,Undetermined,15,Age,166.16,447.33,371.24,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,2,Age,166.48,111,234.9,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,3,Age,979.04,125,244,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,4,Age,509.64,154,260.5,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,5,Age,2048.58,165.05,265.63,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,6,Age,403.76,228.12,291.4,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,7,Age,470.17,293.94,317.77,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,8,Age,259.18,262.61,301.56,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,9,Age,999.26,285.54,315.07,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,10,Age,1200.66,356.52,340.22,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,11,Age,1121.13,347.59,337.4,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,12,Age,505.81,410.93,359.98,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,13,Age,465.11,420.37,363.19,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,14,Age,238.47,429.29,366.19,0,0,0,0,0
hom.27.3a4bc7d,Belgium,2019,Landings,Reported,Imported_Data, ,27.7.d,1,Quarter,TrawlPlus,4610,1129916,kWd,5000,Estimated_Distribution,Undetermined,15,Age,4757.72,447.33,371.24,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,2,Age,2.13,111,234.9,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,3,Age,12.53,125,244,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,4,Age,6.52,154,260.5,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,5,Age,26.22,165.05,265.63,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,6,Age,5.17,228.12,291.4,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,7,Age,6.02,293.94,317.77,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,8,Age,3.32,262.61,301.56,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,9,Age,12.79,285.54,315.07,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,10,Age,15.37,356.52,340.22,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,11,Age,14.35,347.59,337.4,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,12,Age,6.47,410.93,359.98,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,13,Age,5.95,420.37,363.19,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,14,Age,3.05,429.29,366.19,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Landings,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,59,-9,dop,59,Estimated_Distribution,Undetermined,15,Age,60.89,447.33,371.24,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,2,Age,2.56,111,234.9,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,3,Age,15.08,125,244,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,4,Age,7.85,154,260.5,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,5,Age,31.55,165.05,265.63,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,6,Age,6.22,228.12,291.4,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,7,Age,7.24,293.94,317.77,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,8,Age,3.99,262.61,301.56,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,9,Age,15.39,285.54,315.07,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,10,Age,18.49,356.52,340.22,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,11,Age,17.27,347.59,337.4,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,12,Age,7.79,410.93,359.98,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,13,Age,7.16,420.37,363.19,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,14,Age,3.67,429.29,366.19,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Discards,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,71,-9,dop,71,Estimated_Distribution,Undetermined,15,Age,73.28,447.33,371.24,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,2,Age,0,111,234.9,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,3,Age,0,125,244,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,4,Age,0,154,260.5,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,5,Age,0,165.05,265.63,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,6,Age,0,228.12,291.4,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,7,Age,0,293.94,317.77,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,8,Age,0,262.61,301.56,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,9,Age,0,285.54,315.07,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,10,Age,0,356.52,340.22,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,11,Age,0,347.59,337.4,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,12,Age,0,410.93,359.98,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,13,Age,0,420.37,363.19,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,14,Age,0,429.29,366.19,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,BMS landing,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,0,Estimated_Distribution,Undetermined,15,Age,0,447.33,371.24,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,2,Age,0,111,234.9,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,3,Age,0,125,244,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,4,Age,0,154,260.5,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,5,Age,0,165.05,265.63,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,6,Age,0,228.12,291.4,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,7,Age,0,293.94,317.77,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,8,Age,0,262.61,301.56,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,9,Age,0,285.54,315.07,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,10,Age,0,356.52,340.22,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,11,Age,0,347.59,337.4,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,12,Age,0,410.93,359.98,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,13,Age,0,420.37,363.19,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,14,Age,0,429.29,366.19,0,0,0,0,0
hom.27.3a4bc7d,Denmark,2019,Logbook Registered Discard,Reported,Imported_Data, ,27.3.a.nshm,1,Quarter,MIS_MIS_0_0_0_HC,0,-9,dop,6,Estimated_Distribution,Undetermined,15,Age,0,447.33,371.24,0,0,0,0,0
